stars,review_text,date_string
5,Had a work dinner here and amazing place. The bartender made us the best cocktails and was super knowledgeable. Atmosphere was buzzing but not too loud. Food was delicious and came out quickly. Definitely coming back with friends. The cocktail menu is fantastic.,2025-02-23 18:04:10
5,"Absolutely loved this place. The staff was incredibly attentive and friendly, our waiter checked in on us without being annoying. Food came out fast and tasted amazing, the steak was cooked perfectly. Will definitely be back. The lunch menu is better value than dinner.",2025-04-30 19:30:18
5,"Stopped in on a whim and went here for my anniversary and they made it so special. The manager came over to greet us, the team was on point all night. Delicious food, great value for the quality. Couldn't fault a thing. Desserts were incredible.",2025-05-02 14:44:55
4,Tried this place for the first time and had a lovely meal here. The flavours were bold and the food was clearly well-made. Staff were helpful and polite. The atmosphere is really nice in the evening. Prices are fair. Would recommend to friends. The cocktail menu is fantastic.,2025-03-06 22:50:40
3,Came with friends and decent meal. The starters were great but the mains were underwhelming. Staff were friendly enough. The restaurant was a bit cold. Overall okay but probably won't rush back unless the menu changes. Quieter on weekdays which I prefer.,2025-02-15 18:14:41
5,"Made a reservation and incredible food and even better service. The chef clearly cares about quality, everything tasted fresh. Portion sizes are great for the price. The team were all friendly and helpful. This is our new favourite spot. The AC was blasting which made it quite cold.",2025-02-10 10:10:50
4,Came back for the third time and lovely restaurant. The team clearly take pride in their work. Our server was friendly and efficient. Chicken dish was perfectly cooked. Parking was a bit of a pain but the food made up for it. The lunch menu is better value than dinner.,2025-02-16 17:44:19
2,Not what I hoped for. The waiter was rude and dismissive when I raised an issue with my food. The meal itself was bland and overcooked. The place looked cleaner in photos. Let down overall. Wine list is impressive.,2025-04-06 18:31:28
5,Came here for my birthday and amazing place. The bartender made us the best cocktails and was super knowledgeable. Atmosphere was buzzing but not too loud. Food was delicious and came out quickly. Definitely coming back with friends. Quieter on weekdays which I prefer.,2025-05-06 15:38:16
5,"Tried this place for the first time and best dining experience I've had in years. The atmosphere was cozy and warm, lighting was just right. Our server was polite and helpful with recommendations. The pasta was fresh and the portions were generous. Highly recommend. The cocktail menu is fantastic.",2025-04-28 19:37:01
1,"Made a reservation and terrible experience. The staff were rude from the moment we walked in. Food was disgusting, clearly not fresh. The bathroom was filthy. Overpriced for awful quality. Avoid at all costs.",2025-02-06 22:48:11
3,"It was okay. Food was decent, nothing special but not bad either. Service was a bit slow and the waiter seemed disinterested at times. The atmosphere is nice though, good location. Might try again. The lunch menu is better value than dinner.",2025-03-08 12:37:27
2,Pretty disappointed. The food was bland and overpriced. Our waiter was slow and barely came to check on us. The restaurant looks great from the outside but the experience inside didn't match. Won't be returning. Seating was comfortable and spacious.,2025-04-02 15:26:21
4,"Been coming here for years and pretty great experience. The cocktails were amazing and the bartender was fun to chat to. Food was good, the portion size could be slightly bigger for the price but overall very tasty. Nice ambience. Great spot for a date night.",2025-03-15 16:44:31
4,"Decent spot. The food was fresh and well-prepared. Service was good, no major complaints. Only thing I'd say is the bill came a bit slow at the end but the meal itself was excellent. Will be back.",2025-02-05 17:05:20
4,"Tried it after seeing it online and nice place with a great atmosphere. The decor is modern and the lighting is lovely. Food was delicious, especially the risotto. Slightly pricey but not unreasonable for the quality. Would recommend. Loved the outdoor seating area.",2025-05-10 16:55:32
1,"Visited last week and worst restaurant I've visited in years. The staff were rude and the food was inedible. Overpriced, dirty, slow service. The manager was dismissive and unhelpful. I genuinely can't think of anything positive to say.",2025-04-01 16:03:12
3,"Walked past and decided to try it, mixed feelings. Some dishes were really good, others were just mediocre. Service was inconsistent. Nice atmosphere. I think on a better night it could be excellent but this visit was just okay.",2025-05-08 17:40:28
1,"Came here for my birthday and terrible experience. The staff were rude from the moment we walked in. Food was disgusting, clearly not fresh. The bathroom was filthy. Overpriced for awful quality. Avoid at all costs. Perfect for a family meal.",2025-03-07 18:08:59
4,"Decent spot. The food was fresh and well-prepared. Service was good, no major complaints. Only thing I'd say is the bill came a bit slow at the end but the meal itself was excellent. Will be back.",2025-02-16 10:40:38
1,"Stopped in on a whim and horrific experience. Found something in my food, staff completely dismissed the issue. The place was dirty and the service was nonexistent. Wasted money and left hungry. Stay away. Great spot for a date night.",2025-03-12 18:00:35
4,Tried this place for the first time and solid meal. The ingredients tasted fresh and the presentation was nice. Our waiter was helpful when we had questions. Restaurant was clean. A little pricey but you get what you pay for. Good experience. The cocktail menu is fantastic.,2025-02-15 17:07:41
1,"Took my family here and do not go here. The food arrived cold and half-cooked. The waiter was rude when I asked for help. Waited ages for the bill, then were overcharged. Raised it and the response was aggressive. Disgusting.",2025-05-03 14:32:45
4,Had a great dinner here. Staff were helpful and attentive. The menu has a good variety and everything we ordered tasted great. A bit crowded on a Saturday which made it a little noisy but nothing too bad.,2025-04-02 13:29:35
5,"Incredible food and even better service. The chef clearly cares about quality, everything tasted fresh. Portion sizes are great for the price. The team were all friendly and helpful. This is our new favourite spot. Perfect for a family meal.",2025-04-18 18:47:56
5,"Tried this place for the first time and the service here sets the bar. Our server was polite, fast, and genuinely seemed to enjoy their job. The meal was delicious from start to finish. Cozy seating and great music, not too loud. Perfect night out. Wine list is impressive.",2025-05-10 22:54:26
4,Good food and good service. The place was quite full when we arrived but we were seated quickly. Waiter was polite and checked in regularly. The steak was cooked to perfection. Slightly steep pricing. Wine list is impressive.,2025-02-01 14:46:19
1,"Do not go here. The food arrived cold and half-cooked. The waiter was rude when I asked for help. Waited ages for the bill, then were overcharged. Raised it and the response was aggressive. Disgusting. The AC was blasting which made it quite cold.",2025-03-30 18:30:22
4,Good food and good service. The place was quite full when we arrived but we were seated quickly. Waiter was polite and checked in regularly. The steak was cooked to perfection. Slightly steep pricing.,2025-03-21 17:59:20
1,"Came with friends and absolute disaster of an evening. Food was disgusting, service was rude, restaurant was noisy and messy. Complained to the manager who couldn't care less. Never again. This place should not be open. The cocktail menu is fantastic.",2025-04-15 16:14:54
1,One of the worst meals I've had. The food was raw in the middle and when I complained the waiter was dismissive and unprofessional. Waited over an hour. Will never go back and wouldn't recommend to anyone. The music was a bit too loud for a proper conversation.,2025-03-13 21:30:45
1,"Horrific experience. Found something in my food, staff completely dismissed the issue. The place was dirty and the service was nonexistent. Wasted money and left hungry. Stay away. Gets very crowded on weekends.",2025-04-26 22:52:41
5,"Incredible food and even better service. The chef clearly cares about quality, everything tasted fresh. Portion sizes are great for the price. The team were all friendly and helpful. This is our new favourite spot. The music was a bit too loud for a proper conversation.",2025-02-17 18:37:21
1,"Been coming here for years and absolute disaster of an evening. Food was disgusting, service was rude, restaurant was noisy and messy. Complained to the manager who couldn't care less. Never again. This place should not be open. The lunch menu is better value than dinner.",2025-02-13 18:58:29
5,"Took my family here and absolutely loved this place. The staff was incredibly attentive and friendly, our waiter checked in on us without being annoying. Food came out fast and tasted amazing, the steak was cooked perfectly. Will definitely be back. Quieter on weekdays which I prefer.",2025-04-25 12:04:30
1,Made a reservation and absolutely dreadful. The server ignored us for 20 minutes after we sat down. The food was burnt and tasted awful. The manager was rude when we raised concerns. Total rip-off. Disgusting service. Would have given 5 stars but the wait was long.,2025-04-21 21:25:41
5,Tried it after seeing it online and amazing place. The bartender made us the best cocktails and was super knowledgeable. Atmosphere was buzzing but not too loud. Food was delicious and came out quickly. Definitely coming back with friends.,2025-03-21 15:40:45
1,"Terrible experience. The staff were rude from the moment we walked in. Food was disgusting, clearly not fresh. The bathroom was filthy. Overpriced for awful quality. Avoid at all costs.",2025-02-05 19:04:15
2,Came back for the third time and pretty disappointed. The food was bland and overpriced. Our waiter was slow and barely came to check on us. The restaurant looks great from the outside but the experience inside didn't match. Won't be returning. The cocktail menu is fantastic.,2025-05-07 11:27:06
1,"Been coming here for years and terrible experience. The staff were rude from the moment we walked in. Food was disgusting, clearly not fresh. The bathroom was filthy. Overpriced for awful quality. Avoid at all costs. The lunch menu is better value than dinner.",2025-02-22 21:19:57
5,"Came here for my birthday and best dining experience I've had in years. The atmosphere was cozy and warm, lighting was just right. Our server was polite and helpful with recommendations. The pasta was fresh and the portions were generous. Highly recommend. Would have given 5 stars but the wait was long.",2025-02-08 14:22:23
4,Took my family here and really enjoyed this place. Great hospitality from the whole team. Food was tasty and came out hot. Nice interior design. Only small thing was they got my order slightly wrong but fixed it straight away. The cocktail menu is fantastic.,2025-04-09 16:36:43
1,Had a work dinner here and absolutely dreadful. The server ignored us for 20 minutes after we sat down. The food was burnt and tasted awful. The manager was rude when we raised concerns. Total rip-off. Disgusting service. Great spot for a date night.,2025-02-23 11:39:55
4,Stopped in on a whim and good overall. The team was friendly and the food came out at a good pace. The meal was tasty and well-presented. My only gripe is that it was a bit cold near the door where we were seated. Would return.,2025-04-16 12:14:29
2,Made a reservation and pretty disappointed. The food was bland and overpriced. Our waiter was slow and barely came to check on us. The restaurant looks great from the outside but the experience inside didn't match. Won't be returning. The lunch menu is better value than dinner.,2025-03-05 20:00:57
1,"Horrific experience. Found something in my food, staff completely dismissed the issue. The place was dirty and the service was nonexistent. Wasted money and left hungry. Stay away. Desserts were incredible.",2025-04-28 18:10:04
4,"Walked past and decided to try it, good restaurant with a nice vibe. The selection on the menu is great, something for everyone. Food was delicious. Service was friendly. Took a star off because the restroom could use some attention.",2025-03-11 20:27:44
4,"Nice place with a great atmosphere. The decor is modern and the lighting is lovely. Food was delicious, especially the risotto. Slightly pricey but not unreasonable for the quality. Would recommend. Desserts were incredible.",2025-02-26 16:54:30
5,"Stopped in on a whim and everything was perfect. Our waitress was attentive and professional without hovering. The burger was juicy and fresh, fries crispy. Reasonable price for the quality. Really clean restaurant too. Gets very crowded on weekends.",2025-04-15 15:36:18
2,Came back for the third time and not what I hoped for. The waiter was rude and dismissive when I raised an issue with my food. The meal itself was bland and overcooked. The place looked cleaner in photos. Let down overall. The parking situation is a nightmare though.,2025-04-26 16:17:00
3,"Came here for my birthday and had higher expectations based on the reviews. The food was fine but nothing memorable. Service was average, not rude but not particularly helpful either. The location is convenient. Maybe bad timing.",2025-05-07 17:53:57
4,"Stopped in on a whim and decent spot. The food was fresh and well-prepared. Service was good, no major complaints. Only thing I'd say is the bill came a bit slow at the end but the meal itself was excellent. Will be back.",2025-03-18 13:40:12
3,Made a reservation and so-so experience. Some positives - the food tasted fresh and the location is great. But the wait time was too long and the staff seemed disorganized. It has potential. Hopefully they sort out the service. The AC was blasting which made it quite cold.,2025-04-22 11:57:40
2,Came here for my birthday and not great. Waited over 45 minutes for our food with no explanation or apology. When it arrived it was barely warm. The staff seemed completely disinterested. The decor is nice but that's about it. Desserts were incredible.,2025-03-29 10:37:23
2,Took my family here and had a bad experience. The food was cold when it arrived and the manager was unapologetic when we brought it up. Staff seemed untrained and disorganized. Expected much more based on the price. Seating was comfortable and spacious.,2025-03-10 15:47:26
5,Came with friends and the hospitality here is second to none. From the moment we walked in the hostess made us feel welcome. Our waiter was knowledgeable and patient with our questions. Food was outstanding. Highly recommend. The AC was blasting which made it quite cold.,2025-04-11 15:33:32
4,Had a work dinner here and had a great dinner here. Staff were helpful and attentive. The menu has a good variety and everything we ordered tasted great. A bit crowded on a Saturday which made it a little noisy but nothing too bad. Wine list is impressive.,2025-04-03 22:18:47
1,"Tried it after seeing it online and absolute disaster of an evening. Food was disgusting, service was rude, restaurant was noisy and messy. Complained to the manager who couldn't care less. Never again. This place should not be open. Loved the outdoor seating area.",2025-04-01 11:09:48
5,"Our waiter was brilliant, gave us great recommendations and wasn't pushy at all. The food matched every suggestion. Fresh, flavorful, well-presented. Great value. The restaurant was clean and had a lovely ambience.",2025-03-19 11:50:25
5,"Made a reservation and absolutely loved this place. The staff was incredibly attentive and friendly, our waiter checked in on us without being annoying. Food came out fast and tasted amazing, the steak was cooked perfectly. Will definitely be back.",2025-02-16 17:23:43
2,Made a reservation and really let down. Our server ignored us for long stretches and got the order wrong twice. The food that eventually arrived was okay but nothing special. The restaurant was dirty around the edges. Not impressed.,2025-03-21 20:23:06
2,Stopped in on a whim and disappointing visit. The food was stale and the portion sizes were tiny for the price. The atmosphere is okay but the service was terrible. Felt ignored for most of the evening. Unlikely to return.,2025-02-04 19:56:35
4,"Stopped in on a whim and pretty great experience. The cocktails were amazing and the bartender was fun to chat to. Food was good, the portion size could be slightly bigger for the price but overall very tasty. Nice ambience. Seating was comfortable and spacious.",2025-04-23 17:58:44
4,Lovely restaurant. The team clearly take pride in their work. Our server was friendly and efficient. Chicken dish was perfectly cooked. Parking was a bit of a pain but the food made up for it. Loved the outdoor seating area.,2025-02-18 10:02:19
3,Been coming here for years and average experience. The food came out lukewarm which was disappointing. Staff were polite but it took a long time to get anyone's attention. The decor is nice. Hopefully just an off night for them. Loved the outdoor seating area.,2025-03-03 18:08:24
4,"Walked past and decided to try it, had a lovely meal here. The flavours were bold and the food was clearly well-made. Staff were helpful and polite. The atmosphere is really nice in the evening. Prices are fair. Would recommend to friends.",2025-03-26 19:47:46
5,"Incredible food and even better service. The chef clearly cares about quality, everything tasted fresh. Portion sizes are great for the price. The team were all friendly and helpful. This is our new favourite spot. Loved the outdoor seating area.",2025-04-04 19:26:17
5,"Walked past and decided to try it, went here for my anniversary and they made it so special. The manager came over to greet us, the team was on point all night. Delicious food, great value for the quality. Couldn't fault a thing. Perfect for a family meal.",2025-03-29 17:15:54
4,"Been coming here for years and really solid restaurant. The fish dish was incredibly fresh and the sides were great. Staff were friendly and efficient. The decor is nice. Gets a bit loud when it's full but manageable. Good value. The location is perfect, easy to find.",2025-04-11 20:22:03
4,"Made a reservation and great spot for a date night. Lovely atmosphere and very cozy. The food was delicious, the pasta in particular. Service was a bit slow to start but picked up. Would go back and try more of the menu. Perfect for a family meal.",2025-02-16 17:05:42
5,"Visited last week and fantastic experience all around. The reservation process was easy, they remembered my dietary requirements without me having to ask again. Food was spectacular. Clean, well-designed space. Worth every penny. The music was a bit too loud for a proper conversation.",2025-03-15 13:08:50
3,"Came with friends and had higher expectations based on the reviews. The food was fine but nothing memorable. Service was average, not rude but not particularly helpful either. The location is convenient. Maybe bad timing. Seating was comfortable and spacious.",2025-05-09 18:13:37
5,"Stopped in on a whim and fantastic experience all around. The reservation process was easy, they remembered my dietary requirements without me having to ask again. Food was spectacular. Clean, well-designed space. Worth every penny. Would have given 5 stars but the wait was long.",2025-02-19 22:57:38
5,"Made a reservation and absolutely loved this place. The staff was incredibly attentive and friendly, our waiter checked in on us without being annoying. Food came out fast and tasted amazing, the steak was cooked perfectly. Will definitely be back. The AC was blasting which made it quite cold.",2025-02-17 18:16:51
5,Been coming here for years and the hospitality here is second to none. From the moment we walked in the hostess made us feel welcome. Our waiter was knowledgeable and patient with our questions. Food was outstanding. Highly recommend. The parking situation is a nightmare though.,2025-02-17 10:22:50
1,Stopped in on a whim and absolutely dreadful. The server ignored us for 20 minutes after we sat down. The food was burnt and tasted awful. The manager was rude when we raised concerns. Total rip-off. Disgusting service.,2025-03-14 10:11:16
5,"Took my family here and the food here is just outstanding. Tried the salmon and it was perfectly cooked, incredibly fresh. Service was fast and efficient. The interior is beautifully designed, very aesthetic. Loved every minute. Quieter on weekdays which I prefer.",2025-04-09 11:47:04
3,"It was okay. Food was decent, nothing special but not bad either. Service was a bit slow and the waiter seemed disinterested at times. The atmosphere is nice though, good location. Might try again. The location is perfect, easy to find.",2025-04-07 19:06:28
3,Stopped in on a whim and not bad but not great. The meal was edible but bland. Our server was friendly enough but clearly overwhelmed. The place looks good but the food doesn't quite live up to the aesthetic. Overpriced for what it is.,2025-02-06 21:50:58
1,"Absolute disaster of an evening. Food was disgusting, service was rude, restaurant was noisy and messy. Complained to the manager who couldn't care less. Never again. This place should not be open. Desserts were incredible.",2025-03-31 20:01:03
3,"It was okay. Food was decent, nothing special but not bad either. Service was a bit slow and the waiter seemed disinterested at times. The atmosphere is nice though, good location. Might try again. Quieter on weekdays which I prefer.",2025-04-29 11:31:45
4,"Tried this place for the first time and good restaurant with a nice vibe. The selection on the menu is great, something for everyone. Food was delicious. Service was friendly. Took a star off because the restroom could use some attention. Seating was comfortable and spacious.",2025-03-14 19:09:04
5,"Made a reservation and the service here sets the bar. Our server was polite, fast, and genuinely seemed to enjoy their job. The meal was delicious from start to finish. Cozy seating and great music, not too loud. Perfect night out.",2025-04-23 19:35:45
4,"Pretty great experience. The cocktails were amazing and the bartender was fun to chat to. Food was good, the portion size could be slightly bigger for the price but overall very tasty. Nice ambience.",2025-04-09 14:29:32
3,Not sure I'd go back. The food was fine but the service was really slow. We had to ask multiple times for our bill. The atmosphere is nice and the decor is lovely but the experience needs work. Loved the outdoor seating area.,2025-05-01 11:54:41
2,Not great. Waited over 45 minutes for our food with no explanation or apology. When it arrived it was barely warm. The staff seemed completely disinterested. The decor is nice but that's about it. Perfect for a family meal.,2025-03-28 17:56:14
4,Tried it after seeing it online and solid meal. The ingredients tasted fresh and the presentation was nice. Our waiter was helpful when we had questions. Restaurant was clean. A little pricey but you get what you pay for. Good experience. The lunch menu is better value than dinner.,2025-03-24 16:46:06
4,"Pretty great experience. The cocktails were amazing and the bartender was fun to chat to. Food was good, the portion size could be slightly bigger for the price but overall very tasty. Nice ambience. Would have given 5 stars but the wait was long.",2025-04-27 14:23:09
2,Disappointing visit. The food was stale and the portion sizes were tiny for the price. The atmosphere is okay but the service was terrible. Felt ignored for most of the evening. Unlikely to return. Seating was comfortable and spacious.,2025-02-12 11:05:27
5,"Walked past and decided to try it, everything was perfect. Our waitress was attentive and professional without hovering. The burger was juicy and fresh, fries crispy. Reasonable price for the quality. Really clean restaurant too. The AC was blasting which made it quite cold.",2025-04-13 10:37:35
3,Tried it after seeing it online and okay spot. The menu looks impressive but the execution was a bit hit or miss. The waiter was friendly. Food took longer than expected to arrive. Price is a bit steep for average food. Nice interior though. Loved the outdoor seating area.,2025-03-25 15:55:42
1,"Terrible experience. The staff were rude from the moment we walked in. Food was disgusting, clearly not fresh. The bathroom was filthy. Overpriced for awful quality. Avoid at all costs. The music was a bit too loud for a proper conversation.",2025-03-09 19:19:22
5,"Everything was perfect. Our waitress was attentive and professional without hovering. The burger was juicy and fresh, fries crispy. Reasonable price for the quality. Really clean restaurant too. Perfect for a family meal.",2025-02-20 20:30:14
1,"Been coming here for years and shocking. We were seated then completely ignored for 30 minutes. The food was stale and badly presented. The restaurant was dirty and the staff were disinterested. Complete waste of money. Awful. The location is perfect, easy to find.",2025-04-13 15:07:48
4,Stopped in on a whim and had a great dinner here. Staff were helpful and attentive. The menu has a good variety and everything we ordered tasted great. A bit crowded on a Saturday which made it a little noisy but nothing too bad. Quieter on weekdays which I prefer.,2025-04-13 22:52:39
3,So-so experience. Some positives - the food tasted fresh and the location is great. But the wait time was too long and the staff seemed disorganized. It has potential. Hopefully they sort out the service. The parking situation is a nightmare though.,2025-04-19 20:53:44
4,Visited last week and had a great dinner here. Staff were helpful and attentive. The menu has a good variety and everything we ordered tasted great. A bit crowded on a Saturday which made it a little noisy but nothing too bad. Great spot for a date night.,2025-03-07 21:48:19
4,"Walked past and decided to try it, good food and good service. The place was quite full when we arrived but we were seated quickly. Waiter was polite and checked in regularly. The steak was cooked to perfection. Slightly steep pricing. The parking situation is a nightmare though.",2025-02-24 12:36:42
4,"Tried this place for the first time and great spot for a date night. Lovely atmosphere and very cozy. The food was delicious, the pasta in particular. Service was a bit slow to start but picked up. Would go back and try more of the menu. The AC was blasting which made it quite cold.",2025-05-06 20:01:05
2,Really let down. Our server ignored us for long stretches and got the order wrong twice. The food that eventually arrived was okay but nothing special. The restaurant was dirty around the edges. Not impressed. Perfect for a family meal.,2025-03-21 16:29:21
5,"Walked past and decided to try it, came for brunch and stayed way longer than planned because we were having such a good time. Staff were warm and attentive. The eggs benedict were incredible. Beautiful interior design. Very affordable too. Desserts were incredible.",2025-05-04 15:49:36
3,Tried this place for the first time and not sure I'd go back. The food was fine but the service was really slow. We had to ask multiple times for our bill. The atmosphere is nice and the decor is lovely but the experience needs work. The music was a bit too loud for a proper conversation.,2025-02-20 12:48:39
5,"Tried this place for the first time and the food here is just outstanding. Tried the salmon and it was perfectly cooked, incredibly fresh. Service was fast and efficient. The interior is beautifully designed, very aesthetic. Loved every minute. Wine list is impressive.",2025-03-29 20:27:31
3,Not sure I'd go back. The food was fine but the service was really slow. We had to ask multiple times for our bill. The atmosphere is nice and the decor is lovely but the experience needs work. Quieter on weekdays which I prefer.,2025-03-07 13:48:32
5,"Walked past and decided to try it, booked a table for 8 and they handled it so well. Staff was organized and efficient. The variety on the menu is impressive. Food was tasty and authentic. The decor is gorgeous, very Instagrammable. Quieter on weekdays which I prefer.",2025-02-15 14:43:43
3,Decent meal. The starters were great but the mains were underwhelming. Staff were friendly enough. The restaurant was a bit cold. Overall okay but probably won't rush back unless the menu changes.,2025-04-27 14:02:14
4,"Came here for my birthday and great spot for a date night. Lovely atmosphere and very cozy. The food was delicious, the pasta in particular. Service was a bit slow to start but picked up. Would go back and try more of the menu. The parking situation is a nightmare though.",2025-02-27 14:13:49
5,"Made a reservation and the service here sets the bar. Our server was polite, fast, and genuinely seemed to enjoy their job. The meal was delicious from start to finish. Cozy seating and great music, not too loud. Perfect night out. Desserts were incredible.",2025-03-14 11:00:31
2,Really let down. Our server ignored us for long stretches and got the order wrong twice. The food that eventually arrived was okay but nothing special. The restaurant was dirty around the edges. Not impressed. Great spot for a date night.,2025-02-17 16:34:45
5,"Our waiter was brilliant, gave us great recommendations and wasn't pushy at all. The food matched every suggestion. Fresh, flavorful, well-presented. Great value. The restaurant was clean and had a lovely ambience.",2025-04-27 22:22:04
4,"Came here for my birthday and great spot for a date night. Lovely atmosphere and very cozy. The food was delicious, the pasta in particular. Service was a bit slow to start but picked up. Would go back and try more of the menu. Quieter on weekdays which I prefer.",2025-02-03 17:58:04
1,"Tried it after seeing it online and absolute disaster of an evening. Food was disgusting, service was rude, restaurant was noisy and messy. Complained to the manager who couldn't care less. Never again. This place should not be open.",2025-03-27 19:25:45
2,Pretty disappointed. The food was bland and overpriced. Our waiter was slow and barely came to check on us. The restaurant looks great from the outside but the experience inside didn't match. Won't be returning. Desserts were incredible.,2025-02-15 16:01:20
5,"Came for brunch and stayed way longer than planned because we were having such a good time. Staff were warm and attentive. The eggs benedict were incredible. Beautiful interior design. Very affordable too. The location is perfect, easy to find.",2025-02-12 16:54:06
4,Really good experience overall. Food was tasty and the service was friendly. The wait was a bit long for our mains but the waiter apologized and checked in on us. Would come back for sure.,2025-03-24 18:05:25
1,"Came back for the third time and absolute disaster of an evening. Food was disgusting, service was rude, restaurant was noisy and messy. Complained to the manager who couldn't care less. Never again. This place should not be open. Would have given 5 stars but the wait was long.",2025-03-01 15:49:10
5,"Came here on a recommendation and I get the hype now. The crew is so friendly, hostess greeted us right away. Menu selection is great, we ordered four different dishes and every single one was excellent. Loved the outdoor seating area.",2025-04-09 18:12:57
1,"Walked past and decided to try it, one of the worst meals I've had. The food was raw in the middle and when I complained the waiter was dismissive and unprofessional. Waited over an hour. Will never go back and wouldn't recommend to anyone. The location is perfect, easy to find.",2025-05-05 20:52:09
4,Been coming here for years and really good experience overall. Food was tasty and the service was friendly. The wait was a bit long for our mains but the waiter apologized and checked in on us. Would come back for sure. The AC was blasting which made it quite cold.,2025-03-05 13:11:38
5,"Tried this place for the first time and incredible food and even better service. The chef clearly cares about quality, everything tasted fresh. Portion sizes are great for the price. The team were all friendly and helpful. This is our new favourite spot. Great spot for a date night.",2025-05-10 20:31:29
1,"Terrible experience. The staff were rude from the moment we walked in. Food was disgusting, clearly not fresh. The bathroom was filthy. Overpriced for awful quality. Avoid at all costs.",2025-04-24 20:39:20
1,"Tried it after seeing it online and absolute disaster of an evening. Food was disgusting, service was rude, restaurant was noisy and messy. Complained to the manager who couldn't care less. Never again. This place should not be open. The AC was blasting which made it quite cold.",2025-03-29 11:30:28
2,Came back for the third time and pretty disappointed. The food was bland and overpriced. Our waiter was slow and barely came to check on us. The restaurant looks great from the outside but the experience inside didn't match. Won't be returning. Wine list is impressive.,2025-04-17 10:22:32
5,"Came back for the third time and came here on a recommendation and I get the hype now. The crew is so friendly, hostess greeted us right away. Menu selection is great, we ordered four different dishes and every single one was excellent. The lunch menu is better value than dinner.",2025-03-30 10:03:23
1,"Came back for the third time and do not go here. The food arrived cold and half-cooked. The waiter was rude when I asked for help. Waited ages for the bill, then were overcharged. Raised it and the response was aggressive. Disgusting. Seating was comfortable and spacious.",2025-04-24 11:39:38
3,Not bad but not great. The meal was edible but bland. Our server was friendly enough but clearly overwhelmed. The place looks good but the food doesn't quite live up to the aesthetic. Overpriced for what it is. The lunch menu is better value than dinner.,2025-04-16 18:50:47
5,"Went here for my anniversary and they made it so special. The manager came over to greet us, the team was on point all night. Delicious food, great value for the quality. Couldn't fault a thing.",2025-04-25 13:20:38
3,"It was okay. Food was decent, nothing special but not bad either. Service was a bit slow and the waiter seemed disinterested at times. The atmosphere is nice though, good location. Might try again. The AC was blasting which made it quite cold.",2025-02-08 17:06:51
1,"Tried it after seeing it online and do not go here. The food arrived cold and half-cooked. The waiter was rude when I asked for help. Waited ages for the bill, then were overcharged. Raised it and the response was aggressive. Disgusting. Seating was comfortable and spacious.",2025-04-06 20:11:02
4,Really good experience overall. Food was tasty and the service was friendly. The wait was a bit long for our mains but the waiter apologized and checked in on us. Would come back for sure. The lunch menu is better value than dinner.,2025-04-09 18:39:10
4,"Walked past and decided to try it, really solid restaurant. The fish dish was incredibly fresh and the sides were great. Staff were friendly and efficient. The decor is nice. Gets a bit loud when it's full but manageable. Good value. Desserts were incredible.",2025-03-22 16:49:21
2,Came here for my birthday and disappointing visit. The food was stale and the portion sizes were tiny for the price. The atmosphere is okay but the service was terrible. Felt ignored for most of the evening. Unlikely to return. Would have given 5 stars but the wait was long.,2025-02-09 15:06:35
2,Disappointing visit. The food was stale and the portion sizes were tiny for the price. The atmosphere is okay but the service was terrible. Felt ignored for most of the evening. Unlikely to return. Desserts were incredible.,2025-03-05 21:54:42
3,Took my family here and not sure I'd go back. The food was fine but the service was really slow. We had to ask multiple times for our bill. The atmosphere is nice and the decor is lovely but the experience needs work. Would have given 5 stars but the wait was long.,2025-02-11 19:42:09
4,"Came back for the third time and enjoyed our evening here. The atmosphere is warm and inviting, nice music in the background. Food was flavourful and fresh. Service was attentive. Gave 4 stars only because the dessert menu was limited. Gets very crowded on weekends.",2025-02-17 19:45:05
4,Lovely restaurant. The team clearly take pride in their work. Our server was friendly and efficient. Chicken dish was perfectly cooked. Parking was a bit of a pain but the food made up for it. Gets very crowded on weekends.,2025-04-24 22:21:52
5,"The service here sets the bar. Our server was polite, fast, and genuinely seemed to enjoy their job. The meal was delicious from start to finish. Cozy seating and great music, not too loud. Perfect night out. Seating was comfortable and spacious.",2025-04-24 20:27:32
4,"Visited last week and really solid restaurant. The fish dish was incredibly fresh and the sides were great. Staff were friendly and efficient. The decor is nice. Gets a bit loud when it's full but manageable. Good value. The location is perfect, easy to find.",2025-03-12 12:13:21
1,One of the worst meals I've had. The food was raw in the middle and when I complained the waiter was dismissive and unprofessional. Waited over an hour. Will never go back and wouldn't recommend to anyone. Perfect for a family meal.,2025-03-01 12:09:04
4,"Been coming here for years and decent spot. The food was fresh and well-prepared. Service was good, no major complaints. Only thing I'd say is the bill came a bit slow at the end but the meal itself was excellent. Will be back.",2025-05-10 18:53:47
3,"Came here for my birthday and mixed feelings. Some dishes were really good, others were just mediocre. Service was inconsistent. Nice atmosphere. I think on a better night it could be excellent but this visit was just okay. Would have given 5 stars but the wait was long.",2025-05-10 19:08:38
4,Took my family here and good overall. The team was friendly and the food came out at a good pace. The meal was tasty and well-presented. My only gripe is that it was a bit cold near the door where we were seated. Would return. Great spot for a date night.,2025-02-24 21:49:39
1,"Had a work dinner here and horrific experience. Found something in my food, staff completely dismissed the issue. The place was dirty and the service was nonexistent. Wasted money and left hungry. Stay away. The lunch menu is better value than dinner.",2025-02-06 16:23:43
