stars,review_text,date_string
1,"Went here on a Tuesday night and do not go here. The food arrived cold and half-cooked. The waiter was rude when I asked for help. Waited ages for the bill, then were overcharged. Raised it and the response was aggressive. Wine list is impressive.",2024-11-27 13:49:22
5,"Tried this place for the first time and the service here sets the bar. Our server was polite, fast, and genuinely seemed to enjoy their job. The meal was delicious from start to finish. Cozy seating and great music, not too loud. Wine list is impressive.",2025-04-24 11:58:00
4,Went here on a Tuesday night and really solid restaurant. The fish dish was incredibly fresh and the sides were great. Staff were friendly and efficient. The decor is nice. Gets a bit loud when it's full but manageable. Would have given 5 stars but the wait was long.,2025-04-01 13:37:07
3,Not sure I'd go back. The food was fine but the service was really slow. We had to ask multiple times for our bill. The atmosphere is nice and the decor is lovely but the experience needs work. Desserts were incredible.,2025-01-10 16:57:08
5,"The service here sets the bar. Our server was polite, fast, and genuinely seemed to enjoy their job. The meal was delicious from start to finish. Cozy seating and great music, not too loud.",2024-12-04 14:44:42
1,Absolutely dreadful. The server ignored us for 20 minutes after we sat down. The food was burnt and tasted awful. The manager was rude when we raised concerns. Total rip-off.,2024-11-07 18:32:34
4,"Took my family here and nice place with a great atmosphere. The decor is modern and the lighting is lovely. Food was delicious, especially the risotto. Slightly pricey but not unreasonable for the quality. The cocktail menu is fantastic.",2025-02-14 18:35:08
4,"Came back for the third time and nice place with a great atmosphere. The decor is modern and the lighting is lovely. Food was delicious, especially the risotto. Slightly pricey but not unreasonable for the quality. Quieter on weekdays which I prefer.",2025-05-10 16:05:53
4,"Visited last week and enjoyed our evening here. The atmosphere is warm and inviting, nice music in the background. Food was flavourful and fresh. Service was attentive. Dessert menu was a bit limited. Will definitely be recommending to friends.",2024-12-29 17:41:04
3,Came back for the third time and average experience. The food came out lukewarm which was disappointing. Staff were polite but it took a long time to get anyone's attention. The decor is nice. Hopefully just an off night. The cocktail menu is fantastic.,2025-03-10 10:08:29
1,"Horrific experience. Found something in my food, staff completely dismissed the issue. The place was dirty and the service was nonexistent. Wasted money and left hungry. Stay away. Seating was comfortable and spacious.",2025-01-30 18:08:41
4,"Enjoyed our evening here. The atmosphere is warm and inviting, nice music in the background. Food was flavourful and fresh. Service was attentive. Dessert menu was a bit limited.",2025-03-18 10:04:00
1,"Came with friends and do not go here. The food arrived cold and half-cooked. The waiter was rude when I asked for help. Waited ages for the bill, then were overcharged. Raised it and the response was aggressive.",2025-05-08 10:28:12
2,Had lunch here and not great. Waited over 45 minutes for our food with no explanation or apology. When it arrived it was barely warm. The staff seemed completely disinterested. The decor is nice but that's about it.,2025-02-26 17:40:45
5,"Came with friends and absolutely loved this place. The staff was incredibly attentive and friendly, our waiter checked in on us without being annoying. Food came out fast and tasted amazing, the steak was cooked perfectly.",2024-11-12 19:14:09
2,Took my partner here and pretty disappointed. The food was bland and overpriced. Our waiter was slow and barely came to check on us. The restaurant looks great from the outside but the experience inside didn't match. Great spot for a date night.,2024-12-03 22:35:29
4,"Decent spot. The food was fresh and well-prepared. Service was good, no major complaints. Only thing I'd say is the bill came a bit slow at the end but the meal itself was excellent. The parking situation is a nightmare though.",2025-05-04 10:19:03
2,Came here for my birthday and pretty disappointed. The food was bland and overpriced. Our waiter was slow and barely came to check on us. The restaurant looks great from the outside but the experience inside didn't match.,2025-01-03 19:25:54
4,Really solid restaurant. The fish dish was incredibly fresh and the sides were great. Staff were friendly and efficient. The decor is nice. Gets a bit loud when it's full but manageable. Will definitely be recommending to friends.,2024-12-05 14:36:22
2,Took my family here and not what I hoped for. The waiter was rude and dismissive when I raised an issue with my food. The meal itself was bland and overcooked. The place looked cleaner in photos.,2024-11-09 22:21:36
1,"Walked past and decided to try it, worst restaurant I've visited in years. The staff were rude and the food was inedible. Overpriced, dirty, slow service. The manager was dismissive and unhelpful. The bread basket alone was worth the visit.",2024-12-22 20:26:43
4,"Had a work dinner here and nice place with a great atmosphere. The decor is modern and the lighting is lovely. Food was delicious, especially the risotto. Slightly pricey but not unreasonable for the quality. Tried the tasting menu and it was worth every penny.",2025-01-05 17:53:05
4,Good overall. The team was friendly and the food came out at a good pace. The meal was tasty and well-presented. My only gripe is that it was a bit cold near the door where we were seated. Quieter on weekdays which I prefer.,2025-05-04 14:38:19
3,"Visited last week and it was okay. Food was decent, nothing special but not bad either. Service was a bit slow and the waiter seemed disinterested at times. The atmosphere is nice though, good location. The bread basket alone was worth the visit.",2024-12-15 22:01:44
4,"Stopped in on a whim and nice place with a great atmosphere. The decor is modern and the lighting is lovely. Food was delicious, especially the risotto. Slightly pricey but not unreasonable for the quality. Great spot for a date night.",2025-04-22 21:53:01
5,Had lunch here and came for brunch and stayed way longer than planned because we were having such a good time. Staff were warm and attentive. The eggs benedict were incredible. Beautiful interior design.,2024-12-27 14:16:20
4,"Walked past and decided to try it, great spot for a date night. Lovely atmosphere and very cozy. The food was delicious, the pasta in particular. Service was a bit slow to start but picked up. Would go back and try more of the menu. Gets very crowded on weekends.",2024-12-12 14:23:50
5,Visited last week and came for brunch and stayed way longer than planned because we were having such a good time. Staff were warm and attentive. The eggs benedict were incredible. Beautiful interior design. The AC was blasting which made it quite cold.,2025-03-21 17:29:17
2,Popped in after work and really let down. Our server ignored us for long stretches and got the order wrong twice. The food that eventually arrived was okay but nothing special. The restaurant was dirty around the edges.,2025-01-21 21:40:11
4,"Pretty great experience. The cocktails were amazing and the bartender was fun to chat to. Food was good, the portion size could be slightly bigger for the price but overall very tasty. The AC was blasting which made it quite cold.",2025-04-26 19:03:32
4,"Tried the new menu and great spot for a date night. Lovely atmosphere and very cozy. The food was delicious, the pasta in particular. Service was a bit slow to start but picked up. Would go back and try more of the menu.",2025-03-31 12:50:29
5,"Had lunch here and fantastic experience all around. The reservation process was easy, they remembered my dietary requirements. Food was spectacular. Clean, well-designed space. Worth every penny. Loved the outdoor seating area.",2025-04-26 16:21:49
4,Tried the new menu and really enjoyed this place. Great hospitality from the whole team. Food was tasty and came out hot. Nice interior design. Only small thing was they got my order slightly wrong but fixed it straight away. Would have given 5 stars but the wait was long.,2025-01-24 13:45:04
5,Stopped in on a whim and amazing place. The bartender made us the best cocktails and was super knowledgeable. Atmosphere was buzzing but not too loud. Food was delicious and came out quickly.,2025-01-03 22:24:10
4,Really good experience overall. Food was tasty and the service was friendly. The wait was a bit long for our mains but the waiter apologized and checked in on us. Would come back for sure. Quieter on weekdays which I prefer.,2024-12-29 15:05:11
5,"The food here is just outstanding. Tried the salmon and it was perfectly cooked, incredibly fresh. Service was fast and efficient. The interior is beautifully designed, very aesthetic. The music was a bit too loud for a proper conversation.",2024-11-23 20:30:24
5,"Fantastic experience all around. The reservation process was easy, they remembered my dietary requirements. Food was spectacular. Clean, well-designed space. Worth every penny. Wine list is impressive.",2025-02-21 15:32:00
5,The hospitality here is second to none. From the moment we walked in the hostess made us feel welcome. Our waiter was knowledgeable and patient with our questions. Food was outstanding. The bread basket alone was worth the visit.,2025-04-13 16:38:55
2,Took my partner here and not great. Waited over 45 minutes for our food with no explanation or apology. When it arrived it was barely warm. The staff seemed completely disinterested. The decor is nice but that's about it. Would have given 5 stars but the wait was long.,2025-01-10 21:10:39
5,"Popped in after work and incredible food and even better service. The chef clearly cares about quality, everything tasted fresh. Portion sizes are great for the price. The team were all friendly and helpful. Can't wait to come back and try the other dishes.",2025-02-04 21:53:08
3,"Visited on a long weekend and it was okay. Food was decent, nothing special but not bad either. Service was a bit slow and the waiter seemed disinterested at times. The atmosphere is nice though, good location. The lunch menu is better value than dinner.",2024-12-17 17:43:33
3,Average experience. The food came out lukewarm which was disappointing. Staff were polite but it took a long time to get anyone's attention. The decor is nice. Hopefully just an off night. Booked online which was super easy.,2025-01-16 18:28:39
4,Had a lovely meal here. The flavours were bold and the food was clearly well-made. Staff were helpful and polite. The atmosphere is really nice in the evening. Prices are fair. Loved the outdoor seating area.,2025-03-04 10:58:57
2,Visited on a long weekend and disappointing visit. The food was stale and the portion sizes were tiny for the price. The atmosphere is okay but the service was terrible. Felt ignored for most of the evening. Perfect for a family meal.,2024-12-02 15:31:00
4,Took my partner here and good overall. The team was friendly and the food came out at a good pace. The meal was tasty and well-presented. My only gripe is that it was a bit cold near the door where we were seated. Would have given 5 stars but the wait was long.,2024-11-16 21:12:08
1,Been coming here for years and absolutely dreadful. The server ignored us for 20 minutes after we sat down. The food was burnt and tasted awful. The manager was rude when we raised concerns. Total rip-off. The bread basket alone was worth the visit.,2025-02-18 18:59:48
1,"Visited last week and absolute disaster of an evening. Food was disgusting, service was rude, restaurant was noisy and messy. Complained to the manager who couldn't care less. Never again. Loved the outdoor seating area.",2024-12-03 19:47:12
5,"Stopped in on a whim and the service here sets the bar. Our server was polite, fast, and genuinely seemed to enjoy their job. The meal was delicious from start to finish. Cozy seating and great music, not too loud.",2025-01-04 10:22:45
5,"Came here for my birthday and the food here is just outstanding. Tried the salmon and it was perfectly cooked, incredibly fresh. Service was fast and efficient. The interior is beautifully designed, very aesthetic.",2024-12-22 10:12:14
3,Came with friends and not sure I'd go back. The food was fine but the service was really slow. We had to ask multiple times for our bill. The atmosphere is nice and the decor is lovely but the experience needs work. Perfect for a family meal.,2025-03-13 22:00:11
4,Made a reservation and had a lovely meal here. The flavours were bold and the food was clearly well-made. Staff were helpful and polite. The atmosphere is really nice in the evening. Prices are fair. Will definitely be recommending to friends.,2025-01-30 15:22:58
4,Stopped in on a whim and good food and good service. The place was quite full when we arrived but we were seated quickly. Waiter was polite and checked in regularly. The steak was cooked to perfection. Slightly steep pricing. Desserts were incredible.,2024-11-05 20:28:06
5,Came for brunch and stayed way longer than planned because we were having such a good time. Staff were warm and attentive. The eggs benedict were incredible. Beautiful interior design. The music was a bit too loud for a proper conversation.,2024-12-25 22:55:25
1,"Came back for the third time and horrific experience. Found something in my food, staff completely dismissed the issue. The place was dirty and the service was nonexistent. Wasted money and left hungry. Stay away.",2025-02-03 15:11:45
2,Popped in after work and disappointing visit. The food was stale and the portion sizes were tiny for the price. The atmosphere is okay but the service was terrible. Felt ignored for most of the evening. Would have given 5 stars but the wait was long.,2025-04-17 14:50:41
3,"It was okay. Food was decent, nothing special but not bad either. Service was a bit slow and the waiter seemed disinterested at times. The atmosphere is nice though, good location. Will definitely be recommending to friends.",2024-11-04 17:01:16
3,It was fine. The food was decent and the staff were polite. Nothing wowed us but nothing went wrong either. The music was a bit loud for a conversation. Might go back if someone else suggests it. Seating was comfortable and spacious.,2025-01-24 11:59:01
4,"Really enjoyed this place. Great hospitality from the whole team. Food was tasty and came out hot. Nice interior design. Only small thing was they got my order slightly wrong but fixed it straight away. The location is perfect, easy to find.",2025-04-26 21:00:11
4,"Walked past and decided to try it, really solid restaurant. The fish dish was incredibly fresh and the sides were great. Staff were friendly and efficient. The decor is nice. Gets a bit loud when it's full but manageable. The location is perfect, easy to find.",2025-03-31 15:43:17
4,"Pretty great experience. The cocktails were amazing and the bartender was fun to chat to. Food was good, the portion size could be slightly bigger for the price but overall very tasty. Wine list is impressive.",2025-02-08 12:38:52
5,"Our waiter was brilliant, gave us great recommendations and wasn't pushy at all. The food matched every suggestion. Fresh, flavorful, well-presented. Great value. Lovely ambience. Desserts were incredible.",2025-03-18 11:05:42
3,"Tried this place for the first time and it was okay. Food was decent, nothing special but not bad either. Service was a bit slow and the waiter seemed disinterested at times. The atmosphere is nice though, good location.",2024-11-21 20:12:07
4,"Went here on a Tuesday night and enjoyed our evening here. The atmosphere is warm and inviting, nice music in the background. Food was flavourful and fresh. Service was attentive. Dessert menu was a bit limited.",2025-01-22 13:54:15
5,"Took my family here and the food here is just outstanding. Tried the salmon and it was perfectly cooked, incredibly fresh. Service was fast and efficient. The interior is beautifully designed, very aesthetic. The bread basket alone was worth the visit.",2025-01-04 22:35:25
5,Came for brunch and stayed way longer than planned because we were having such a good time. Staff were warm and attentive. The eggs benedict were incredible. Beautiful interior design. The parking situation is a nightmare though.,2025-01-27 15:12:24
4,Popped in after work and had a great dinner here. Staff were helpful and attentive. The menu has a good variety and everything we ordered tasted great. A bit crowded on a Saturday which made it a little noisy.,2024-12-16 12:56:45
3,Decent meal. The starters were great but the mains were underwhelming. Staff were friendly enough. The restaurant was a bit cold. Overall okay but probably won't rush back.,2024-11-06 20:03:09
5,"Came back for the third time and went here for my anniversary and they made it so special. The manager came over to greet us, the team was on point all night. Delicious food, great value for the quality. Couldn't fault a thing. The location is perfect, easy to find.",2025-03-01 12:03:08
4,"Decent spot. The food was fresh and well-prepared. Service was good, no major complaints. Only thing I'd say is the bill came a bit slow at the end but the meal itself was excellent. The location is perfect, easy to find.",2025-03-29 14:15:20
4,Came here for my birthday and really good experience overall. Food was tasty and the service was friendly. The wait was a bit long for our mains but the waiter apologized and checked in on us. Would come back for sure. The cocktail menu is fantastic.,2025-01-04 16:59:07
1,"Worst restaurant I've visited in years. The staff were rude and the food was inedible. Overpriced, dirty, slow service. The manager was dismissive and unhelpful. Seating was comfortable and spacious.",2025-03-24 12:00:40
3,Decent meal. The starters were great but the mains were underwhelming. Staff were friendly enough. The restaurant was a bit cold. Overall okay but probably won't rush back. Perfect for a family meal.,2025-01-21 17:24:23
5,"The service here sets the bar. Our server was polite, fast, and genuinely seemed to enjoy their job. The meal was delicious from start to finish. Cozy seating and great music, not too loud.",2024-12-30 13:59:27
1,"Had lunch here and worst restaurant I've visited in years. The staff were rude and the food was inedible. Overpriced, dirty, slow service. The manager was dismissive and unhelpful. The lunch menu is better value than dinner.",2025-01-11 16:55:56
5,"Visited on a long weekend and best pizza in the city, no contest. Authentic recipe, perfect crust, fresh ingredients. Service was fast even on a busy Friday night. The place has a great vibe and the music was perfect. The cocktail menu is fantastic.",2025-01-12 18:02:45
5,"Tried it after seeing it online and fantastic experience all around. The reservation process was easy, they remembered my dietary requirements. Food was spectacular. Clean, well-designed space. Worth every penny. The lunch menu is better value than dinner.",2025-05-08 13:06:35
2,Two stars because the location is good and the interior looks nice. But the food was average at best and the service was really slow and inattentive. Way too expensive for what you get. The music was a bit too loud for a proper conversation.,2024-12-15 10:12:17
1,"Took my partner here and absolute disaster of an evening. Food was disgusting, service was rude, restaurant was noisy and messy. Complained to the manager who couldn't care less. Never again. The parking situation is a nightmare though.",2024-11-19 11:10:01
4,Tried this place for the first time and really good experience overall. Food was tasty and the service was friendly. The wait was a bit long for our mains but the waiter apologized and checked in on us. Would come back for sure. Loved the outdoor seating area.,2024-11-20 11:05:01
2,Made a reservation and had a bad experience. The food was cold when it arrived and the manager was unapologetic when we brought it up. Staff seemed untrained and disorganized. Expected much more based on the price.,2025-02-04 22:23:11
4,"Went here on a Tuesday night and good restaurant with a nice vibe. The selection on the menu is great, something for everyone. Food was delicious. Service was friendly. Took a star off because the restroom could use some attention. Booked online which was super easy.",2024-11-13 16:11:30
5,"Had lunch here and best pizza in the city, no contest. Authentic recipe, perfect crust, fresh ingredients. Service was fast even on a busy Friday night. The place has a great vibe and the music was perfect. The lunch menu is better value than dinner.",2025-01-22 11:22:11
2,Came back for the third time and not what I hoped for. The waiter was rude and dismissive when I raised an issue with my food. The meal itself was bland and overcooked. The place looked cleaner in photos.,2025-01-18 19:02:40
5,"Fantastic experience all around. The reservation process was easy, they remembered my dietary requirements. Food was spectacular. Clean, well-designed space. Worth every penny. Perfect for a family meal.",2024-11-12 18:35:20
2,Really let down. Our server ignored us for long stretches and got the order wrong twice. The food that eventually arrived was okay but nothing special. The restaurant was dirty around the edges. The cocktail menu is fantastic.,2025-04-06 17:07:17
1,"Tried the new menu and absolute disaster of an evening. Food was disgusting, service was rude, restaurant was noisy and messy. Complained to the manager who couldn't care less. Never again. Quieter on weekdays which I prefer.",2025-05-10 13:07:02
5,Popped in after work and came for brunch and stayed way longer than planned because we were having such a good time. Staff were warm and attentive. The eggs benedict were incredible. Beautiful interior design.,2024-12-01 22:48:11
5,"Took my family here and best pizza in the city, no contest. Authentic recipe, perfect crust, fresh ingredients. Service was fast even on a busy Friday night. The place has a great vibe and the music was perfect. Great spot for a date night.",2025-04-10 16:53:04
3,Made a reservation and decent meal. The starters were great but the mains were underwhelming. Staff were friendly enough. The restaurant was a bit cold. Overall okay but probably won't rush back. Seating was comfortable and spacious.,2025-01-01 13:53:33
1,Tried the new menu and one of the worst meals I've had. The food was raw in the middle and when I complained the waiter was dismissive and unprofessional. Waited over an hour. Will never go back. The parking situation is a nightmare though.,2025-04-23 19:28:43
3,Visited on a long weekend and not sure I'd go back. The food was fine but the service was really slow. We had to ask multiple times for our bill. The atmosphere is nice and the decor is lovely but the experience needs work. Booked online which was super easy.,2025-01-09 21:36:16
3,"Visited on a long weekend and mixed feelings. Some dishes were really good, others were just mediocre. Service was inconsistent. Nice atmosphere. I think on a better night it could be excellent but this visit was just okay. The AC was blasting which made it quite cold.",2025-03-24 22:47:29
3,"Walked past and decided to try it, it was fine. The food was decent and the staff were polite. Nothing wowed us but nothing went wrong either. The music was a bit loud for a conversation. Might go back if someone else suggests it.",2025-03-03 22:15:50
3,Not bad but not great. The meal was edible but bland. Our server was friendly enough but clearly overwhelmed. The place looks good but the food doesn't quite live up to the aesthetic. Overpriced.,2024-11-28 12:04:55
2,Tried this place for the first time and not great. Waited over 45 minutes for our food with no explanation or apology. When it arrived it was barely warm. The staff seemed completely disinterested. The decor is nice but that's about it. Great spot for a date night.,2025-04-04 13:56:55
3,"Took my family here and mixed feelings. Some dishes were really good, others were just mediocre. Service was inconsistent. Nice atmosphere. I think on a better night it could be excellent but this visit was just okay. Tried the tasting menu and it was worth every penny.",2025-03-30 16:48:42
4,"Decent spot. The food was fresh and well-prepared. Service was good, no major complaints. Only thing I'd say is the bill came a bit slow at the end but the meal itself was excellent. The parking situation is a nightmare though.",2025-01-12 16:11:42
4,Really solid restaurant. The fish dish was incredibly fresh and the sides were great. Staff were friendly and efficient. The decor is nice. Gets a bit loud when it's full but manageable. The music was a bit too loud for a proper conversation.,2024-11-19 19:12:48
3,Not bad but not great. The meal was edible but bland. Our server was friendly enough but clearly overwhelmed. The place looks good but the food doesn't quite live up to the aesthetic. Overpriced. Wine list is impressive.,2025-02-01 12:09:40
1,"Popped in after work and one of the worst meals I've had. The food was raw in the middle and when I complained the waiter was dismissive and unprofessional. Waited over an hour. Will never go back. The location is perfect, easy to find.",2025-03-26 17:10:21
4,Really solid restaurant. The fish dish was incredibly fresh and the sides were great. Staff were friendly and efficient. The decor is nice. Gets a bit loud when it's full but manageable. The cocktail menu is fantastic.,2024-12-24 20:17:17
5,"Our waiter was brilliant, gave us great recommendations and wasn't pushy at all. The food matched every suggestion. Fresh, flavorful, well-presented. Great value. Lovely ambience. Tried the tasting menu and it was worth every penny.",2025-04-01 11:46:51
3,"It was okay. Food was decent, nothing special but not bad either. Service was a bit slow and the waiter seemed disinterested at times. The atmosphere is nice though, good location. Can't wait to come back and try the other dishes.",2024-12-03 17:17:41
4,"Visited on a long weekend and nice place with a great atmosphere. The decor is modern and the lighting is lovely. Food was delicious, especially the risotto. Slightly pricey but not unreasonable for the quality.",2024-12-15 13:59:39
4,Lovely restaurant. The team clearly take pride in their work. Our server was friendly and efficient. Chicken dish was perfectly cooked. Parking was a bit of a pain but the food made up for it. The parking situation is a nightmare though.,2025-03-14 17:17:01
1,"Walked past and decided to try it, shocking. We were seated then completely ignored for 30 minutes. The food was stale and badly presented. The restaurant was dirty and the staff were disinterested. Complete waste of money. The parking situation is a nightmare though.",2025-02-05 22:08:39
3,Made a reservation and it was fine. The food was decent and the staff were polite. Nothing wowed us but nothing went wrong either. The music was a bit loud for a conversation. Might go back if someone else suggests it. The bread basket alone was worth the visit.,2024-11-24 12:24:48
3,Not bad but not great. The meal was edible but bland. Our server was friendly enough but clearly overwhelmed. The place looks good but the food doesn't quite live up to the aesthetic. Overpriced. Booked online which was super easy.,2024-12-17 18:23:12
5,"Visited last week and incredible food and even better service. The chef clearly cares about quality, everything tasted fresh. Portion sizes are great for the price. The team were all friendly and helpful.",2025-03-12 11:30:06
3,Took my partner here and not sure I'd go back. The food was fine but the service was really slow. We had to ask multiple times for our bill. The atmosphere is nice and the decor is lovely but the experience needs work. Desserts were incredible.,2025-04-20 18:58:25
1,One of the worst meals I've had. The food was raw in the middle and when I complained the waiter was dismissive and unprofessional. Waited over an hour. Will never go back. Tried the tasting menu and it was worth every penny.,2025-05-09 17:00:39
5,Visited on a long weekend and amazing place. The bartender made us the best cocktails and was super knowledgeable. Atmosphere was buzzing but not too loud. Food was delicious and came out quickly. Can't wait to come back and try the other dishes.,2025-03-31 19:23:15
4,"Tried it after seeing it online and enjoyed our evening here. The atmosphere is warm and inviting, nice music in the background. Food was flavourful and fresh. Service was attentive. Dessert menu was a bit limited. Loved the outdoor seating area.",2025-04-26 20:01:41
5,Booked a table for 8 and they handled it so well. Staff was organized and efficient. The variety on the menu is impressive. Food was tasty and authentic. The decor is gorgeous. Great spot for a date night.,2025-01-02 21:18:57
3,"Came with friends and had higher expectations based on the reviews. The food was fine but nothing memorable. Service was average, not rude but not particularly helpful either. The location is convenient.",2024-12-29 19:30:50
5,"Came back for the third time and went here for my anniversary and they made it so special. The manager came over to greet us, the team was on point all night. Delicious food, great value for the quality. Couldn't fault a thing. Perfect for a family meal.",2025-02-06 20:29:53
4,"Nice place with a great atmosphere. The decor is modern and the lighting is lovely. Food was delicious, especially the risotto. Slightly pricey but not unreasonable for the quality. The music was a bit too loud for a proper conversation.",2024-12-16 13:37:05
5,Went here on a Tuesday night and amazing place. The bartender made us the best cocktails and was super knowledgeable. Atmosphere was buzzing but not too loud. Food was delicious and came out quickly. Great spot for a date night.,2025-03-17 16:44:39
5,"Came with friends and incredible food and even better service. The chef clearly cares about quality, everything tasted fresh. Portion sizes are great for the price. The team were all friendly and helpful. Can't wait to come back and try the other dishes.",2025-02-18 14:51:06
5,Tried this place for the first time and amazing place. The bartender made us the best cocktails and was super knowledgeable. Atmosphere was buzzing but not too loud. Food was delicious and came out quickly.,2025-01-24 22:31:09
5,"Had lunch here and our waiter was brilliant, gave us great recommendations and wasn't pushy at all. The food matched every suggestion. Fresh, flavorful, well-presented. Great value. Lovely ambience. Seating was comfortable and spacious.",2024-11-18 16:15:32
4,"Popped in after work and decent spot. The food was fresh and well-prepared. Service was good, no major complaints. Only thing I'd say is the bill came a bit slow at the end but the meal itself was excellent. Perfect for a family meal.",2025-03-24 22:46:21
3,Took my partner here and decent meal. The starters were great but the mains were underwhelming. Staff were friendly enough. The restaurant was a bit cold. Overall okay but probably won't rush back. Can't wait to come back and try the other dishes.,2025-04-04 15:46:10
4,"Took my family here and good restaurant with a nice vibe. The selection on the menu is great, something for everyone. Food was delicious. Service was friendly. Took a star off because the restroom could use some attention.",2024-12-30 12:26:29
3,"Made a reservation and it was okay. Food was decent, nothing special but not bad either. Service was a bit slow and the waiter seemed disinterested at times. The atmosphere is nice though, good location. The location is perfect, easy to find.",2025-04-27 16:22:04
3,Had lunch here and so-so experience. Some positives - the food tasted fresh and the location is great. But the wait time was too long and the staff seemed disorganized. It has potential. The music was a bit too loud for a proper conversation.,2024-12-25 17:33:43
3,Visited last week and it was fine. The food was decent and the staff were polite. Nothing wowed us but nothing went wrong either. The music was a bit loud for a conversation. Might go back if someone else suggests it. The lunch menu is better value than dinner.,2025-04-23 16:34:03
2,Came with friends and disappointing visit. The food was stale and the portion sizes were tiny for the price. The atmosphere is okay but the service was terrible. Felt ignored for most of the evening. Seating was comfortable and spacious.,2025-02-22 19:55:40
4,Popped in after work and solid meal. The ingredients tasted fresh and the presentation was nice. Our waiter was helpful when we had questions. Restaurant was clean. A little pricey but you get what you pay for. The parking situation is a nightmare though.,2024-12-19 13:04:15
3,It was fine. The food was decent and the staff were polite. Nothing wowed us but nothing went wrong either. The music was a bit loud for a conversation. Might go back if someone else suggests it. Gets very crowded on weekends.,2024-12-14 12:41:14
4,"Went here on a Tuesday night and pretty great experience. The cocktails were amazing and the bartender was fun to chat to. Food was good, the portion size could be slightly bigger for the price but overall very tasty.",2025-04-18 15:44:04
3,Decent meal. The starters were great but the mains were underwhelming. Staff were friendly enough. The restaurant was a bit cold. Overall okay but probably won't rush back. Can't wait to come back and try the other dishes.,2025-04-12 17:02:48
5,"Took my partner here and best pizza in the city, no contest. Authentic recipe, perfect crust, fresh ingredients. Service was fast even on a busy Friday night. The place has a great vibe and the music was perfect. The bread basket alone was worth the visit.",2025-02-12 22:56:47
5,"Visited last week and the service here sets the bar. Our server was polite, fast, and genuinely seemed to enjoy their job. The meal was delicious from start to finish. Cozy seating and great music, not too loud. Would have given 5 stars but the wait was long.",2025-03-18 15:12:17
4,Been coming here for years and really solid restaurant. The fish dish was incredibly fresh and the sides were great. Staff were friendly and efficient. The decor is nice. Gets a bit loud when it's full but manageable. The cocktail menu is fantastic.,2025-03-01 14:29:23
3,So-so experience. Some positives - the food tasted fresh and the location is great. But the wait time was too long and the staff seemed disorganized. It has potential. Gets very crowded on weekends.,2025-04-23 21:10:59
5,"Tried this place for the first time and best dining experience I've had in years. The atmosphere was cozy and warm, lighting was just right. Our server was polite and helpful with recommendations. The pasta was fresh and the portions were generous.",2025-03-30 18:02:33
2,Tried it after seeing it online and really let down. Our server ignored us for long stretches and got the order wrong twice. The food that eventually arrived was okay but nothing special. The restaurant was dirty around the edges. Tried the tasting menu and it was worth every penny.,2025-01-14 17:02:54
1,"Horrific experience. Found something in my food, staff completely dismissed the issue. The place was dirty and the service was nonexistent. Wasted money and left hungry. Stay away. The music was a bit too loud for a proper conversation.",2025-03-01 12:10:55
4,"Decent spot. The food was fresh and well-prepared. Service was good, no major complaints. Only thing I'd say is the bill came a bit slow at the end but the meal itself was excellent. Gets very crowded on weekends.",2025-01-24 10:12:42
4,Had a great dinner here. Staff were helpful and attentive. The menu has a good variety and everything we ordered tasted great. A bit crowded on a Saturday which made it a little noisy. Will definitely be recommending to friends.,2025-03-26 19:37:46
4,"Came here for my birthday and great spot for a date night. Lovely atmosphere and very cozy. The food was delicious, the pasta in particular. Service was a bit slow to start but picked up. Would go back and try more of the menu. Perfect for a family meal.",2025-04-03 11:31:33
5,"Came with friends and incredible food and even better service. The chef clearly cares about quality, everything tasted fresh. Portion sizes are great for the price. The team were all friendly and helpful. Great spot for a date night.",2025-05-03 22:30:21
5,Popped in after work and booked a table for 8 and they handled it so well. Staff was organized and efficient. The variety on the menu is impressive. Food was tasty and authentic. The decor is gorgeous. Tried the tasting menu and it was worth every penny.,2024-11-29 17:45:38
2,Really let down. Our server ignored us for long stretches and got the order wrong twice. The food that eventually arrived was okay but nothing special. The restaurant was dirty around the edges. The AC was blasting which made it quite cold.,2024-11-15 22:33:09
4,"Stopped in on a whim and great spot for a date night. Lovely atmosphere and very cozy. The food was delicious, the pasta in particular. Service was a bit slow to start but picked up. Would go back and try more of the menu.",2024-12-28 14:57:58
2,Took my family here and had a bad experience. The food was cold when it arrived and the manager was unapologetic when we brought it up. Staff seemed untrained and disorganized. Expected much more based on the price.,2024-12-07 10:16:17
4,"Popped in after work and enjoyed our evening here. The atmosphere is warm and inviting, nice music in the background. Food was flavourful and fresh. Service was attentive. Dessert menu was a bit limited.",2024-12-21 16:28:36
1,"Came back for the third time and absolute disaster of an evening. Food was disgusting, service was rude, restaurant was noisy and messy. Complained to the manager who couldn't care less. Never again. Loved the outdoor seating area.",2025-03-13 17:57:40
2,Had a bad experience. The food was cold when it arrived and the manager was unapologetic when we brought it up. Staff seemed untrained and disorganized. Expected much more based on the price. The music was a bit too loud for a proper conversation.,2025-04-22 15:14:41
1,"Took my family here and horrific experience. Found something in my food, staff completely dismissed the issue. The place was dirty and the service was nonexistent. Wasted money and left hungry. Stay away. Would have given 5 stars but the wait was long.",2024-11-03 10:50:44
